trip_id,booking_id,trip_start_time,trip_end_time,distance_km,fare
4180,4367,2025-05-20 22:53:25,2025-05-20 23:38:25,13.04,190.15
4181,3668,2024-10-09 13:41:48,2024-10-09 15:16:48,15.56,194.53
4182,4857,2024-05-14 19:57:48,2024-05-14 21:49:48,22.09,292.36
4183,3206,2023-11-07 11:29:10,2023-11-07 11:39:10,10.13,99.14
4184,2797,2023-12-04 18:03:08,2023-12-04 18:27:08,22.65,316.52
4185,4390,2024-11-06 11:56:56,2024-11-06 13:32:56,33.19,293.62
4186,598,2024-08-28 14:51:06,2024-08-28 15:05:06,27.69,365.65
4187,4909,2025-08-22 09:35:59,2025-08-22 11:28:59,11.9,119.83
4188,2014,2023-09-29 13:04:04,2023-09-29 15:01:04,21.41,278.93
4189,1135,2024-02-05 23:38:33,2024-02-06 00:44:33,4.64,42.21
4190,1375,2023-12-15 14:55:29,2023-12-15 15:52:29,24.73,322.58
4191,2741,2024-01-17 05:32:49,2024-01-17 06:05:49,4.48,43.05
4192,4942,2023-10-07 21:30:21,2023-10-07 21:44:21,5.06,63.64
4193,2930,2023-12-04 02:22:25,2023-12-04 04:08:25,35.45,319.96
4194,4992,2025-07-23 06:20:57,2025-07-23 07:47:57,36.43,452.87
4195,3449,2025-01-27 20:42:07,2025-01-27 21:14:07,6.9,89.43
4196,1888,2024-02-07 23:41:54,2024-02-08 01:11:54,21.72,262.55
4197,2551,2025-06-30 11:40:38,2025-06-30 13:38:38,24.0,268.03
4198,3256,2025-08-22 10:25:07,2025-08-22 12:14:07,38.02,390.4
4199,682,2023-11-30 10:20:50,2023-11-30 10:32:50,30.66,421.4
4200,1292,2024-10-18 03:02:11,2024-10-18 04:25:11,36.19,309.55
4201,1277,2025-05-02 21:02:21,2025-05-02 22:53:21,15.5,176.74
4202,1748,2025-06-13 04:24:06,2025-06-13 05:49:06,26.69,345.42
4203,4952,2025-01-17 02:47:38,2025-01-17 04:46:38,7.05,81.21
4204,478,2024-04-05 08:51:42,2024-04-05 10:41:42,29.88,436.47
4205,2528,2025-06-21 13:08:36,2025-06-21 15:04:36,20.77,276.92
4206,2152,2024-03-08 21:32:44,2024-03-08 23:10:44,17.22,191.35
4207,2232,2024-07-21 17:37:08,2024-07-21 18:49:08,33.92,439.47
4208,61,2025-05-04 14:25:12,2025-05-04 14:55:12,30.84,352.02
4209,4557,2024-06-07 22:41:39,2024-06-07 23:57:39,25.75,277.89
4210,2581,2025-07-25 15:14:52,2025-07-25 15:40:52,11.83,174.59
4211,356,2024-06-19 23:24:02,2024-06-20 00:09:02,25.56,221.96
4212,2039,2023-12-26 21:07:22,2023-12-26 21:17:22,34.88,378.43
4213,4335,2025-04-14 09:40:32,2025-04-14 10:04:32,26.26,302.87
4214,3956,2025-04-11 11:39:04,2025-04-11 13:23:04,20.53,244.19
4215,3032,2024-02-03 16:49:10,2024-02-03 18:01:10,16.83,244.12
4216,4448,2025-07-05 07:07:00,2025-07-05 08:45:00,27.15,286.52
4217,1270,2024-04-01 11:33:47,2024-04-01 12:42:47,2.9,40.67
4218,3453,2025-04-09 02:54:49,2025-04-09 03:19:49,27.75,369.76
4219,768,2024-10-22 18:56:35,2024-10-22 19:49:35,18.96,223.29
4220,4384,2025-01-02 07:14:40,2025-01-02 08:49:40,19.42,178.72
4221,2213,2023-12-14 22:07:25,2023-12-14 22:18:25,29.89,340.47
4222,159,2023-11-13 12:37:58,2023-11-13 14:15:58,38.35,496.01
4223,917,2024-03-18 11:35:39,2024-03-18 13:30:39,37.68,377.44
4224,1978,2025-07-03 18:06:17,2025-07-03 19:31:17,39.9,519.92
4225,161,2024-05-25 09:59:17,2024-05-25 11:15:17,15.22,129.03
4226,655,2025-08-04 19:13:49,2025-08-04 19:54:49,28.13,344.72
4227,1013,2025-04-10 00:03:17,2025-04-10 00:54:17,34.52,357.3
4228,1580,2025-07-20 10:09:08,2025-07-20 10:22:08,5.98,54.95
4229,2937,2024-04-10 13:15:15,2024-04-10 13:54:15,38.1,435.74
4230,4512,2024-05-02 03:29:25,2024-05-02 04:27:25,27.56,367.05
4231,1318,2023-09-14 07:51:29,2023-09-14 09:03:29,29.66,254.82
4232,4368,2023-09-30 14:51:12,2023-09-30 15:14:12,23.78,209.12
4233,4651,2024-07-08 16:09:19,2024-07-08 16:25:19,18.57,193.81
4234,1963,2025-03-17 22:18:27,2025-03-17 23:51:27,22.2,291.27
4235,4513,2025-09-02 00:37:36,2025-09-02 02:06:36,16.89,239.37
4236,2525,2025-03-11 21:42:51,2025-03-11 23:33:51,23.36,332.16
4237,4373,2024-06-14 12:03:51,2024-06-14 12:13:51,33.15,303.45
4238,1845,2024-09-29 21:55:01,2024-09-29 23:45:01,33.32,482.64
4239,3020,2024-06-13 19:26:47,2024-06-13 20:47:47,21.94,196.12
4240,2995,2024-02-28 01:04:03,2024-02-28 02:49:03,9.14,99.77
4241,3172,2025-07-05 08:09:11,2025-07-05 09:53:11,34.91,493.73
4242,4513,2024-12-10 10:14:34,2024-12-10 10:28:34,6.62,64.17
4243,4002,2025-01-20 21:46:55,2025-01-20 22:49:55,13.82,188.45
4244,1655,2024-10-28 22:56:39,2024-10-28 23:19:39,23.71,269.69
4245,2969,2023-10-26 12:55:54,2023-10-26 14:01:54,22.8,286.45
4246,2425,2024-10-25 14:52:19,2024-10-25 15:20:19,2.25,26.67
4247,4133,2024-01-15 01:27:54,2024-01-15 03:23:54,32.23,426.95
4248,2975,2025-06-23 17:53:19,2025-06-23 19:06:19,27.75,237.51
4249,2127,2025-04-18 18:57:21,2025-04-18 20:40:21,34.19,301.58
4250,4314,2024-12-31 18:06:44,2024-12-31 18:55:44,6.15,70.2
4251,3276,2024-12-31 07:33:35,2024-12-31 08:30:35,23.71,321.35
4252,1229,2024-03-26 14:42:04,2024-03-26 15:50:04,4.82,56.1
4253,1482,2025-08-06 11:35:55,2025-08-06 12:25:55,11.55,112.68
4254,296,2025-07-23 08:00:08,2025-07-23 09:00:08,12.75,104.21
4255,4574,2023-12-21 20:16:59,2023-12-21 20:38:59,10.21,146.77
4256,1507,2024-05-25 05:27:36,2024-05-25 07:20:36,15.09,174.31
4257,404,2025-06-30 07:57:47,2025-06-30 08:33:47,18.67,225.73
4258,1871,2024-04-03 22:26:06,2024-04-04 00:20:06,34.52,402.41
4259,1283,2024-09-03 14:37:09,2024-09-03 16:11:09,30.65,278.99
4260,1675,2024-04-11 00:15:40,2024-04-11 01:31:40,8.3,68.45
4261,1791,2025-08-09 10:13:22,2025-08-09 11:41:22,22.08,219.76
4262,4036,2023-12-26 03:13:44,2023-12-26 04:09:44,14.81,133.81
4263,3304,2025-05-10 21:55:19,2025-05-10 22:51:19,26.4,233.39
4264,1199,2024-03-03 02:31:39,2024-03-03 03:51:39,31.3,303.55
4265,666,2025-08-11 18:15:01,2025-08-11 19:57:01,5.64,73.41
4266,3261,2024-01-03 10:14:25,2024-01-03 11:51:25,10.37,107.63
4267,3845,2023-11-22 04:28:51,2023-11-22 06:05:51,10.47,100.86
4268,4740,2024-05-16 14:23:03,2024-05-16 16:18:03,15.27,160.54
4269,3716,2025-07-28 00:31:26,2025-07-28 02:13:26,39.66,391.78
4270,3121,2023-10-05 19:21:47,2023-10-05 19:58:47,7.97,96.93
4271,4588,2025-03-18 01:53:42,2025-03-18 02:24:42,30.03,383.08
4272,3855,2024-11-12 08:19:15,2024-11-12 10:07:15,35.51,518.28
4273,433,2025-05-01 22:45:24,2025-05-02 00:00:24,28.9,345.94
4274,665,2024-01-02 17:58:18,2024-01-02 18:11:18,28.6,416.97
4275,3269,2024-04-07 00:56:08,2024-04-07 01:48:08,17.62,142.77
4276,1928,2025-08-05 14:22:14,2025-08-05 15:23:14,37.82,354.48
4277,2112,2024-07-14 13:19:01,2024-07-14 13:53:01,28.89,280.53
4278,2007,2025-01-31 19:05:11,2025-01-31 20:48:11,32.92,333.13
4279,2047,2023-10-24 19:28:21,2023-10-24 20:29:21,11.13,162.94
4280,3336,2025-08-04 07:24:04,2025-08-04 08:43:04,30.49,421.54
4281,4854,2024-08-01 08:38:27,2024-08-01 08:51:27,19.37,163.95
4282,3560,2025-04-29 22:04:44,2025-04-29 23:04:44,3.37,36.21
4283,296,2024-02-13 05:45:44,2024-02-13 06:14:44,6.32,92.34
4284,1824,2024-04-19 16:05:33,2024-04-19 17:37:33,33.41,387.23
4285,2977,2025-05-31 18:39:08,2025-05-31 19:53:08,35.26,428.2
4286,4285,2023-10-15 16:36:10,2023-10-15 17:19:10,34.31,489.48
4287,760,2023-10-01 19:36:40,2023-10-01 20:56:40,31.51,371.99
4288,1330,2023-11-22 17:19:03,2023-11-22 18:17:03,27.57,227.53
4289,1560,2024-02-18 00:13:52,2024-02-18 01:33:52,6.35,91.85
4290,4748,2024-03-25 07:32:05,2024-03-25 08:36:05,18.63,233.46
4291,4615,2024-08-27 01:00:36,2024-08-27 01:28:36,7.9,71.5
4292,4239,2025-06-19 10:04:27,2025-06-19 10:27:27,20.57,202.05
4293,463,2024-05-24 08:48:17,2024-05-24 09:21:17,13.15,158.55
4294,395,2024-08-15 03:32:53,2024-08-15 04:03:53,37.93,567.8
4295,1849,2024-12-30 05:18:18,2024-12-30 05:39:18,23.25,284.64
4296,4674,2024-08-04 15:36:44,2024-08-04 17:09:44,3.22,44.06
4297,4675,2025-01-31 12:40:42,2025-01-31 12:58:42,2.62,24.11
4298,3550,2025-07-20 11:40:53,2025-07-20 12:39:53,31.53,288.44
4299,3653,2025-05-13 21:27:42,2025-05-13 23:25:42,25.02,284.73
4300,3407,2024-05-22 23:06:24,2024-05-22 23:19:24,7.7,101.02
4301,4679,2025-07-06 17:49:57,2025-07-06 19:37:57,35.99,454.71
4302,1843,2023-10-08 18:19:06,2023-10-08 19:58:06,8.34,95.46
4303,3881,2024-07-30 08:34:28,2024-07-30 10:11:28,22.51,332.77
4304,3517,2023-12-02 02:14:30,2023-12-02 02:50:30,30.34,271.59
4305,4310,2023-11-06 20:47:32,2023-11-06 21:41:32,32.69,403.6
4306,2429,2025-05-06 13:48:42,2025-05-06 14:03:42,34.09,326.08
4307,4345,2025-05-10 08:01:37,2025-05-10 08:24:37,39.81,364.5
4308,1966,2024-01-31 16:00:22,2024-01-31 17:17:22,31.79,319.18
4309,3657,2025-08-03 20:57:46,2025-08-03 21:14:46,39.98,523.49
4310,3191,2023-10-11 08:16:55,2023-10-11 08:37:55,11.77,149.06
4311,3870,2024-01-26 21:37:14,2024-01-26 22:45:14,22.04,310.04
4312,1647,2025-09-03 07:22:55,2025-09-03 07:32:55,13.88,119.36
4313,2663,2024-06-09 23:15:22,2024-06-10 00:24:22,6.68,58.12
4314,3012,2025-03-28 11:24:56,2025-03-28 13:11:56,4.17,40.69
4315,1937,2024-04-26 14:09:53,2024-04-26 15:51:53,26.16,264.59
4316,4092,2024-05-24 11:07:38,2024-05-24 12:18:38,28.82,396.54
4317,1047,2024-12-31 20:55:37,2024-12-31 22:20:37,7.7,65.85
4318,1521,2024-10-02 06:41:34,2024-10-02 07:06:34,2.34,23.54
4319,4208,2023-10-18 13:55:53,2023-10-18 14:54:53,33.33,426.08
4320,4651,2024-08-30 15:47:14,2024-08-30 16:25:14,39.04,444.37
4321,979,2024-07-01 02:24:52,2024-07-01 03:03:52,15.29,225.94
4322,111,2025-02-07 20:36:43,2025-02-07 21:25:43,30.82,452.02
4323,1015,2024-10-24 07:20:43,2024-10-24 08:46:43,19.73,280.42
4324,1452,2024-12-07 08:29:29,2024-12-07 09:21:29,22.25,308.76
4325,122,2023-11-03 08:25:10,2023-11-03 10:01:10,25.57,286.0
4326,306,2023-10-03 22:30:30,2023-10-04 00:08:30,22.94,305.04
4327,1781,2024-08-13 22:07:09,2024-08-13 22:46:09,29.97,271.22
4328,3391,2024-06-27 01:20:23,2024-06-27 02:42:23,36.76,550.49
4329,2953,2025-04-08 13:27:46,2025-04-08 14:51:46,5.19,65.45
4330,3231,2023-11-21 07:53:07,2023-11-21 09:31:07,34.82,421.89
4331,2702,2024-01-11 03:31:20,2024-01-11 05:07:20,15.04,216.94
4332,1948,2023-12-19 11:17:54,2023-12-19 12:11:54,7.09,82.61
4333,1176,2024-07-05 03:54:17,2024-07-05 04:50:17,34.24,422.75
4334,4284,2025-07-21 19:31:20,2025-07-21 20:12:20,20.06,190.14
4335,2516,2024-12-09 20:27:14,2024-12-09 21:40:14,4.87,39.94
4336,3445,2024-06-06 07:41:53,2024-06-06 07:58:53,19.04,248.67
4337,3627,2025-09-02 05:49:46,2025-09-02 07:32:46,19.55,273.48
4338,2323,2024-06-27 08:10:12,2024-06-27 09:42:12,16.43,206.33
4339,2864,2024-04-08 18:41:44,2024-04-08 19:10:44,35.58,355.42
4340,1441,2023-11-05 14:33:34,2023-11-05 16:31:34,7.73,111.76
4341,1940,2025-05-06 20:35:28,2025-05-06 21:28:28,33.6,501.08
4342,3990,2025-07-27 20:23:13,2025-07-27 22:15:13,10.49,125.1
4343,4966,2025-05-28 03:39:25,2025-05-28 04:14:25,16.9,210.78
4344,445,2024-05-02 03:21:00,2024-05-02 05:06:00,36.3,411.61
4345,4803,2025-01-23 13:58:09,2025-01-23 15:57:09,6.84,97.01
4346,4636,2024-11-06 16:28:42,2024-11-06 16:49:42,13.46,158.36
4347,4022,2024-12-22 12:18:34,2024-12-22 13:23:34,18.19,237.82
4348,3342,2025-02-24 06:01:38,2025-02-24 06:21:38,33.23,493.55
4349,2086,2024-03-25 13:27:34,2024-03-25 14:25:34,23.49,295.01
4350,4321,2023-10-11 04:17:07,2023-10-11 06:08:07,32.42,383.84
4351,4890,2025-09-03 02:33:25,2025-09-03 04:25:25,39.89,555.1
4352,3436,2025-06-08 09:04:46,2025-06-08 10:42:46,24.48,224.57
4353,4946,2025-01-19 17:34:58,2025-01-19 18:34:58,24.65,269.42
4354,2808,2024-02-22 08:01:36,2024-02-22 09:47:36,10.51,147.4
4355,196,2025-09-03 02:39:14,2025-09-03 04:35:14,27.88,362.89
4356,4670,2024-10-16 09:47:43,2024-10-16 10:52:43,33.08,330.39
4357,3966,2024-11-17 16:36:06,2024-11-17 18:23:06,3.94,53.44
4358,1948,2025-08-19 14:31:23,2025-08-19 15:54:23,3.39,46.7
4359,2825,2024-12-30 20:38:07,2024-12-30 20:58:07,25.48,262.93
4360,2973,2023-12-15 19:54:45,2023-12-15 21:10:45,25.15,275.9
4361,3986,2024-06-02 04:34:36,2024-06-02 05:02:36,6.06,60.91
4362,274,2025-01-19 01:02:38,2025-01-19 01:54:38,17.41,215.86
4363,1846,2024-11-02 07:06:23,2024-11-02 08:58:23,16.92,163.96
4364,4719,2024-04-16 21:13:27,2024-04-16 21:49:27,16.83,187.1
4365,664,2024-05-08 11:10:41,2024-05-08 13:06:41,15.57,228.27
4366,1665,2024-01-30 07:37:45,2024-01-30 09:01:45,9.61,123.32
4367,4437,2024-02-18 22:49:49,2024-02-19 00:37:49,38.37,413.11
4368,3414,2023-09-11 16:27:08,2023-09-11 17:20:08,13.47,139.16
4369,2614,2024-11-05 01:12:18,2024-11-05 01:25:18,16.78,192.39
4370,516,2025-01-16 03:09:41,2025-01-16 04:04:41,22.08,251.83
4371,645,2024-06-22 11:21:16,2024-06-22 12:39:16,34.36,491.3
4372,654,2025-01-13 10:31:19,2025-01-13 11:40:19,26.16,221.65
4373,3713,2025-07-25 19:58:01,2025-07-25 20:19:01,31.47,304.68
4374,2336,2024-08-08 06:54:52,2024-08-08 07:19:52,9.39,89.55
4375,3588,2025-05-03 09:16:54,2025-05-03 10:54:54,39.83,488.07
4376,484,2023-10-30 16:44:15,2023-10-30 18:09:15,30.32,364.33
4377,3201,2023-09-20 18:27:50,2023-09-20 20:23:50,29.75,268.5
4378,2806,2025-01-08 08:55:29,2025-01-08 09:35:29,22.95,240.03
4379,1719,2024-05-21 07:01:05,2024-05-21 07:29:05,33.03,414.69
4380,4118,2025-03-02 19:47:30,2025-03-02 21:10:30,33.6,392.89
4381,1302,2024-06-28 16:29:52,2024-06-28 16:47:52,17.59,225.02
4382,4585,2024-01-21 21:55:21,2024-01-21 23:40:21,33.73,331.86
4383,2693,2024-08-18 15:49:38,2024-08-18 17:43:38,22.14,302.99
4384,1139,2025-08-18 13:37:44,2025-08-18 15:29:44,8.5,123.0
4385,4109,2024-09-05 23:45:41,2024-09-06 00:28:41,22.9,279.37
4386,1805,2024-11-20 01:15:50,2024-11-20 02:14:50,27.77,335.4
4387,4866,2023-12-24 12:17:12,2023-12-24 13:22:12,18.02,147.34
4388,4404,2023-10-02 20:33:02,2023-10-02 22:19:02,2.63,30.42
4389,1355,2023-10-03 21:41:04,2023-10-03 22:37:04,36.15,455.63
4390,2456,2025-05-27 23:15:44,2025-05-27 23:36:44,35.11,303.07
4391,863,2025-08-06 16:48:13,2025-08-06 18:45:13,26.1,237.46
4392,2426,2023-09-30 10:59:57,2023-09-30 12:46:57,4.03,52.76
4393,517,2024-07-05 04:00:31,2024-07-05 04:21:31,18.53,211.16
4394,150,2023-09-21 08:28:59,2023-09-21 10:14:59,32.13,283.38
4395,1282,2024-03-07 02:27:40,2024-03-07 04:24:40,18.78,280.07
4396,2250,2024-10-23 20:51:22,2024-10-23 22:15:22,30.33,431.77
4397,4436,2023-10-22 09:35:46,2023-10-22 11:15:46,3.04,36.19
4398,1304,2023-10-24 18:29:07,2023-10-24 19:04:07,22.1,232.03
4399,4220,2024-12-23 22:30:29,2024-12-24 00:27:29,31.16,403.97
4400,2597,2023-11-20 15:56:54,2023-11-20 17:07:54,38.46,423.11
4401,4826,2024-08-21 11:42:36,2024-08-21 13:40:36,13.03,185.67
4402,3161,2024-03-16 11:32:57,2024-03-16 13:19:57,39.79,560.96
4403,896,2023-10-23 01:14:05,2023-10-23 02:38:05,38.76,461.89
4404,854,2024-02-19 04:38:11,2024-02-19 06:26:11,32.57,337.35
4405,3879,2024-06-12 03:34:23,2024-06-12 03:50:23,2.07,24.86
4406,2813,2024-11-01 17:47:32,2024-11-01 18:30:32,19.66,222.1
4407,2594,2025-02-16 03:41:16,2025-02-16 05:30:16,32.98,452.8
4408,3590,2025-08-05 21:33:22,2025-08-05 22:36:22,17.12,173.43
4409,619,2024-08-27 20:24:36,2024-08-27 21:16:36,39.02,334.43
4410,442,2024-11-08 09:58:20,2024-11-08 11:21:20,22.17,185.59
4411,2553,2024-10-06 15:23:43,2024-10-06 16:09:43,29.43,378.65
4412,3144,2025-08-17 04:45:42,2025-08-17 05:35:42,32.78,358.39
4413,1383,2024-09-13 09:14:19,2024-09-13 09:42:19,9.06,108.08
4414,1256,2024-02-15 03:54:52,2024-02-15 04:54:52,24.64,302.03
4415,1000,2023-10-11 04:26:45,2023-10-11 05:47:45,13.76,192.58
4416,2283,2025-05-03 10:07:35,2025-05-03 11:22:35,9.38,98.11
4417,3818,2025-04-28 21:17:23,2025-04-28 23:06:23,36.17,351.51
4418,1326,2024-05-22 05:51:53,2024-05-22 07:16:53,27.26,358.95
4419,1209,2025-05-13 02:59:39,2025-05-13 04:32:39,4.37,47.53
4420,1040,2024-08-10 08:32:15,2024-08-10 08:49:15,37.06,320.1
4421,3672,2024-03-20 07:08:19,2024-03-20 08:08:19,30.18,377.4
4422,2136,2025-04-29 03:08:21,2025-04-29 04:37:21,29.69,390.72
4423,1398,2024-02-21 07:08:41,2024-02-21 08:57:41,29.05,299.19
4424,4242,2024-05-23 03:46:39,2024-05-23 04:24:39,27.54,235.08
4425,596,2024-08-06 15:42:02,2024-08-06 17:36:02,9.67,144.23
4426,2954,2024-02-16 02:04:20,2024-02-16 03:17:20,17.66,199.81
4427,3295,2024-10-28 20:11:09,2024-10-28 20:33:09,34.45,455.25
4428,3344,2024-09-07 09:56:30,2024-09-07 11:56:30,38.9,481.84
4429,2485,2024-08-31 02:53:46,2024-08-31 04:01:46,11.76,111.98
4430,3385,2023-12-25 08:37:07,2023-12-25 09:04:07,4.92,59.51
4431,4874,2024-06-07 12:49:49,2024-06-07 13:26:49,23.02,302.96
4432,1832,2023-12-05 03:32:32,2023-12-05 04:33:32,26.99,351.02
4433,3658,2023-11-03 15:32:45,2023-11-03 16:35:45,25.82,261.09
4434,1334,2025-04-14 22:31:30,2025-04-14 23:32:30,2.31,26.3
4435,729,2024-06-05 17:45:00,2024-06-05 18:51:00,2.34,23.54
4436,2473,2024-03-07 23:21:15,2024-03-08 00:49:15,12.31,125.04
4437,4790,2023-12-05 10:54:29,2023-12-05 11:47:29,23.73,191.69
4438,3930,2024-04-29 08:59:25,2024-04-29 10:57:25,10.31,85.05
4439,3578,2025-06-20 04:18:25,2025-06-20 05:09:25,24.14,217.26
4440,4147,2025-08-11 21:08:56,2025-08-11 22:34:56,23.59,240.52
4441,362,2025-05-07 18:09:39,2025-05-07 18:20:39,39.65,373.03
4442,104,2024-01-26 23:02:37,2024-01-27 01:00:37,11.26,164.45
4443,3636,2024-12-21 06:48:39,2024-12-21 08:21:39,7.42,87.12
4444,2290,2024-07-12 19:50:13,2024-07-12 20:45:13,11.83,154.53
4445,304,2024-02-04 02:16:07,2024-02-04 03:15:07,17.02,191.1
4446,2443,2024-09-04 11:06:41,2024-09-04 11:26:41,12.85,108.53
4447,3838,2024-12-23 04:36:47,2024-12-23 06:08:47,7.1,57.85
4448,501,2025-01-24 13:34:24,2025-01-24 15:21:24,25.89,221.02
4449,3240,2023-09-25 04:13:10,2023-09-25 04:23:10,18.9,156.25
4450,4696,2024-10-07 19:22:02,2024-10-07 20:19:02,17.91,260.57
4451,398,2024-09-12 17:54:17,2024-09-12 18:15:17,18.43,263.58
4452,3748,2024-09-25 06:51:20,2024-09-25 07:25:20,9.81,106.75
4453,720,2025-06-20 15:07:20,2025-06-20 16:30:20,24.34,331.04
4454,3030,2025-04-10 12:05:37,2025-04-10 12:42:37,18.53,198.67
4455,3272,2024-06-05 18:33:34,2024-06-05 18:58:34,6.75,65.43
4456,3545,2025-02-21 00:34:16,2025-02-21 01:59:16,32.56,281.36
4457,678,2024-11-14 22:36:31,2024-11-15 00:35:31,33.15,271.48
4458,1471,2024-04-06 08:33:10,2024-04-06 09:38:10,24.52,207.77
4459,4143,2025-07-16 05:39:25,2025-07-16 07:08:25,28.97,272.51
4460,1801,2024-05-10 18:34:10,2024-05-10 19:25:10,19.56,174.01
4461,74,2024-07-02 09:52:51,2024-07-02 11:48:51,20.11,177.05
4462,3165,2025-03-22 04:25:11,2025-03-22 05:43:11,34.81,327.17
4463,317,2025-03-03 12:29:34,2025-03-03 13:07:34,24.34,221.87
4464,3390,2024-08-31 23:38:47,2024-09-01 00:09:47,27.56,323.07
4465,4433,2024-12-01 17:02:43,2024-12-01 18:35:43,14.62,169.05
4466,3139,2023-12-27 10:48:54,2023-12-27 12:18:54,36.68,304.45
4467,4767,2024-10-22 14:34:52,2024-10-22 16:23:52,8.2,84.51
4468,3517,2024-12-15 18:25:00,2024-12-15 19:32:00,37.32,406.32
4469,3865,2023-12-16 05:17:27,2023-12-16 06:16:27,6.66,53.7
4470,971,2025-02-13 10:17:19,2025-02-13 11:01:19,10.43,124.55
4471,3184,2024-03-01 02:22:07,2024-03-01 03:20:07,34.17,400.92
4472,3978,2023-11-07 14:53:42,2023-11-07 15:55:42,2.34,27.37
4473,4823,2024-09-03 23:11:44,2024-09-04 00:54:44,16.41,163.22
4474,2718,2023-11-02 01:27:48,2023-11-02 03:26:48,29.44,368.56
4475,396,2024-08-25 15:07:45,2024-08-25 15:43:45,16.73,139.62
4476,2620,2025-08-31 23:12:45,2025-08-31 23:48:45,16.63,195.25
4477,4138,2023-09-28 14:58:26,2023-09-28 16:33:26,14.5,197.85
4478,738,2024-04-29 03:42:36,2024-04-29 03:54:36,13.52,112.7
4479,4221,2024-12-17 03:51:39,2024-12-17 04:43:39,30.28,402.33
4480,2317,2024-11-20 12:43:48,2024-11-20 14:05:48,28.19,324.07
4481,4774,2025-01-17 15:56:07,2025-01-17 16:12:07,27.79,281.42
4482,3787,2025-02-22 00:52:51,2025-02-22 01:33:51,12.17,143.15
4483,21,2025-08-01 05:35:04,2025-08-01 05:52:04,34.47,481.72
4484,3192,2024-04-18 18:30:37,2024-04-18 19:15:37,4.15,53.34
4485,1794,2024-05-13 22:23:57,2024-05-13 23:07:57,22.9,247.25
4486,191,2025-04-14 06:20:24,2025-04-14 07:03:24,9.3,89.26
4487,1990,2024-01-23 10:24:51,2024-01-23 12:20:51,27.72,282.71
4488,4146,2024-01-08 00:44:31,2024-01-08 00:56:31,24.83,303.49
4489,1712,2025-01-12 06:22:59,2025-01-12 06:44:59,29.09,311.99
4490,3520,2025-04-11 16:00:26,2025-04-11 16:13:26,35.51,382.6
4491,4736,2024-11-19 05:07:44,2024-11-19 05:30:44,33.91,380.58
4492,496,2025-03-19 17:30:10,2025-03-19 18:22:10,27.31,326.2
4493,4138,2024-12-19 01:55:07,2024-12-19 02:27:07,28.43,420.55
4494,1509,2024-03-25 17:51:25,2024-03-25 18:54:25,33.76,301.91
4495,4328,2024-06-07 15:27:22,2024-06-07 17:17:22,38.2,363.43
4496,917,2023-12-01 11:39:28,2023-12-01 12:05:28,6.37,70.58
4497,4321,2025-07-12 19:54:26,2025-07-12 21:43:26,20.54,197.03
4498,3977,2025-06-16 11:46:28,2025-06-16 12:47:28,22.64,315.49
4499,162,2025-03-05 00:55:57,2025-03-05 02:06:57,35.58,507.2
4500,245,2023-12-29 23:55:50,2023-12-30 01:03:50,30.86,282.04
4501,3707,2024-10-15 15:23:56,2024-10-15 16:17:56,15.13,192.32
4502,766,2024-02-10 08:42:51,2024-02-10 09:50:51,32.75,315.55
4503,4709,2025-03-12 15:09:06,2025-03-12 16:12:06,34.95,335.48
4504,3798,2024-06-13 22:22:03,2024-06-13 23:17:03,21.74,298.55
4505,1342,2024-07-24 06:23:37,2024-07-24 08:00:37,20.32,292.08
4506,73,2024-11-17 18:35:57,2024-11-17 19:50:57,35.19,455.29
4507,4617,2023-10-17 04:53:11,2023-10-17 05:26:11,39.88,335.15
4508,1758,2025-05-22 13:47:59,2025-05-22 15:13:59,30.48,293.77
4509,2521,2023-11-03 04:01:34,2023-11-03 04:41:34,29.83,380.42
4510,3923,2025-06-04 07:17:56,2025-06-04 09:17:56,36.65,352.05
4511,4234,2023-11-17 06:12:03,2023-11-17 07:12:03,14.6,139.49
4512,2427,2025-09-03 23:53:29,2025-09-04 00:20:29,36.92,306.01
4513,4127,2025-01-02 14:25:54,2025-01-02 16:14:54,14.71,146.14
4514,3054,2024-09-26 16:00:56,2024-09-26 17:03:56,31.33,354.68
4515,3349,2024-02-19 16:49:52,2024-02-19 17:45:52,31.69,395.01
4516,2465,2024-12-02 00:26:32,2024-12-02 00:47:32,39.39,457.34
4517,731,2025-05-02 03:30:42,2025-05-02 03:58:42,30.16,386.25
4518,4149,2024-03-10 06:58:57,2024-03-10 08:20:57,20.21,166.66
4519,1277,2023-10-25 01:54:27,2023-10-25 03:02:27,21.8,301.53
4520,1754,2023-12-15 04:08:32,2023-12-15 05:51:32,16.9,175.45
4521,3231,2023-12-03 12:34:50,2023-12-03 14:24:50,38.97,465.57
4522,4936,2025-05-08 19:08:57,2025-05-08 19:44:57,16.43,156.96
4523,459,2025-07-21 16:53:30,2025-07-21 17:34:30,34.76,381.65
4524,4407,2023-09-13 12:22:21,2023-09-13 13:57:21,12.43,133.84
4525,3781,2025-06-02 14:56:30,2025-06-02 15:24:30,33.01,385.23
4526,175,2025-03-27 06:23:17,2025-03-27 07:30:17,28.72,416.27
4527,434,2024-12-17 18:36:38,2024-12-17 19:10:38,2.18,18.15
4528,2439,2024-02-24 16:31:27,2024-02-24 17:40:27,31.65,262.38
4529,2160,2024-10-28 15:37:11,2024-10-28 16:00:11,20.32,240.67
